,game_id,game_title,video_name,yt_views,yt_likes,yt_comments,yt_thumbnail,video_url,pub_date
64,1349383199,tank simulator,How To Script On Roblox 2021 - Episode 1 (Properties),93535,4231,1049,https://i.ytimg.com/vi/aX0Kw_txrIY/default.jpg,https://www.youtube.com/watch?v=aX0Kw_txrIY,2021-03-05
52,985731078,world // zero,How To Script On Roblox 2021 - Episode 1 (Properties),93535,4231,1049,https://i.ytimg.com/vi/aX0Kw_txrIY/default.jpg,https://www.youtube.com/watch?v=aX0Kw_txrIY,2021-03-05
161,1663370770,[capoeira + flow] mighty omega,How To Script On Roblox 2021 - Episode 1 (Properties),93535,4231,1049,https://i.ytimg.com/vi/aX0Kw_txrIY/default.jpg,https://www.youtube.com/watch?v=aX0Kw_txrIY,2021-03-05
48,111958650,arsenal,How To Script On Roblox 2021 - Episode 1 (Properties),93535,4231,1049,https://i.ytimg.com/vi/aX0Kw_txrIY/default.jpg,https://www.youtube.com/watch?v=aX0Kw_txrIY,2021-03-05
104,1691616425,[ code] my hero mania,How To Script On Roblox 2021 - Episode 1 (Properties),93535,4231,1049,https://i.ytimg.com/vi/aX0Kw_txrIY/default.jpg,https://www.youtube.com/watch?v=aX0Kw_txrIY,2021-03-05
44,2033913602,mall tycoon,How To Script On Roblox 2021 - Episode 1 (Properties),93535,4231,1049,https://i.ytimg.com/vi/aX0Kw_txrIY/default.jpg,https://www.youtube.com/watch?v=aX0Kw_txrIY,2021-03-05
147,1348402608,season 4  anime fighting simulator,How To Script On Roblox 2021 - Episode 1 (Properties),93535,4231,1049,https://i.ytimg.com/vi/aX0Kw_txrIY/default.jpg,https://www.youtube.com/watch?v=aX0Kw_txrIY,2021-03-05
58,1511883870,[update + 2x exp] shindo,How To Script On Roblox 2021 - Episode 1 (Properties),93535,4231,1049,https://i.ytimg.com/vi/aX0Kw_txrIY/default.jpg,https://www.youtube.com/watch?v=aX0Kw_txrIY,2021-03-05
144,918677693,[updated peace treaties] rise of nations,How To Script On Roblox 2021 - Episode 1 (Properties),93535,4231,1049,https://i.ytimg.com/vi/aX0Kw_txrIY/default.jpg,https://www.youtube.com/watch?v=aX0Kw_txrIY,2021-03-05
169,1778889084,military combat tycoon,How To Script On Roblox 2021 - Episode 1 (Properties),93535,4231,1049,https://i.ytimg.com/vi/aX0Kw_txrIY/default.jpg,https://www.youtube.com/watch?v=aX0Kw_txrIY,2021-03-05
94,2530837063, cooking simulator,How To Script On Roblox 2021 - Episode 1 (Properties),93535,4231,1049,https://i.ytimg.com/vi/aX0Kw_txrIY/default.jpg,https://www.youtube.com/watch?v=aX0Kw_txrIY,2021-03-05
175,648454481,[update 3.5] grand piece online,How To Script On Roblox 2021 - Episode 1 (Properties),93535,4231,1049,https://i.ytimg.com/vi/aX0Kw_txrIY/default.jpg,https://www.youtube.com/watch?v=aX0Kw_txrIY,2021-03-05
171,2253490805,get a snack at 4 am,How To Script On Roblox 2021 - Episode 1 (Properties),93535,4231,1049,https://i.ytimg.com/vi/aX0Kw_txrIY/default.jpg,https://www.youtube.com/watch?v=aX0Kw_txrIY,2021-03-05
113,2400226697,horror factory tycoon,How To Script On Roblox 2021 - Episode 1 (Properties),93535,4231,1049,https://i.ytimg.com/vi/aX0Kw_txrIY/default.jpg,https://www.youtube.com/watch?v=aX0Kw_txrIY,2021-03-05
118,2492481398,noob army tycoon,How To Script On Roblox 2021 - Episode 1 (Properties),93535,4231,1049,https://i.ytimg.com/vi/aX0Kw_txrIY/default.jpg,https://www.youtube.com/watch?v=aX0Kw_txrIY,2021-03-05
181,2566300911,factory simulator [closed temporaily],How To Script On Roblox 2021 - Episode 1 (Properties),93535,4231,1049,https://i.ytimg.com/vi/aX0Kw_txrIY/default.jpg,https://www.youtube.com/watch?v=aX0Kw_txrIY,2021-03-05
79,1720936166,all star tower defense,How To Script On Roblox 2021 - Episode 1 (Properties),93535,4231,1049,https://i.ytimg.com/vi/aX0Kw_txrIY/default.jpg,https://www.youtube.com/watch?v=aX0Kw_txrIY,2021-03-05
123,1016936714,new update your bizarre adventure,How To Script On Roblox 2021 - Episode 1 (Properties),93535,4231,1049,https://i.ytimg.com/vi/aX0Kw_txrIY/default.jpg,https://www.youtube.com/watch?v=aX0Kw_txrIY,2021-03-05
88,1128795217,[dogs!] welcome to farmtown! [beta],How To Script On Roblox 2021 - Episode 1 (Properties),93535,4231,1049,https://i.ytimg.com/vi/aX0Kw_txrIY/default.jpg,https://www.youtube.com/watch?v=aX0Kw_txrIY,2021-03-05
19,66654135,murder mystery 2,How To Script On Roblox 2021 - Episode 1 (Properties),93535,4231,1049,https://i.ytimg.com/vi/aX0Kw_txrIY/default.jpg,https://www.youtube.com/watch?v=aX0Kw_txrIY,2021-03-05
41,2033913602,mall tycoon,How To SCRIPT ON ROBLOX 2021 | How To Script On Roblox Studio For Beginners | Part 1,46196,1853,265,https://i.ytimg.com/vi/79BCrXKKfoc/default.jpg,https://www.youtube.com/watch?v=79BCrXKKfoc,2020-12-31
45,111958650,arsenal,I learn Roblox magic to kill my teacher,44029,1937,429,https://i.ytimg.com/vi/ZF7rsico1os/default.jpg,https://www.youtube.com/watch?v=ZF7rsico1os,2021-03-11
46,111958650,arsenal,I learned how to script in 5 days and this happened...| Roblox,22183,629,274,https://i.ytimg.com/vi/ihuWnq32Mpk/default.jpg,https://www.youtube.com/watch?v=ihuWnq32Mpk,2020-05-10
154,2455935718,food magnet simulator,How Roblox Developers Learn to Script As Beginners!,18916,797,166,https://i.ytimg.com/vi/0pwGkdyq3y0/default.jpg,https://www.youtube.com/watch?v=0pwGkdyq3y0,2020-04-28
5,2383988292,[world28]   beeface: be a bee!,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
156,383310974,adopt me!,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
183,2566300911,factory simulator [closed temporaily],Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
170,2253490805,get a snack at 4 am,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
178,648454481,[update 3.5] grand piece online,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
10,88070565,welcome to bloxburg,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
35,2577800301,  weight lifting simulator,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
166,1778889084,military combat tycoon,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
30,1686885941,brookhaven  rp,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
20,1934249057,tropical resort tycoon  ,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
25,1278035280,warrior cats: ultimate edition,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
15,66654135,murder mystery 2,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
105,2459807845,friday night funk roleplay (fnf),Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
50,985731078,world // zero,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
132,2587756913,cart ride into toilet!,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
110,2400226697,horror factory tycoon,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
95,2387288336,[read desc pls] basically fnf,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
1,994732206,[update 14] blox fruits,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
90,2530837063, cooking simulator,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
117,2492481398,noob army tycoon,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
120,1016936714,new update your bizarre adventure,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
85,1128795217,[dogs!] welcome to farmtown! [beta],Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
125,1613532065,blox life!  ,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
84,943733974,  week iv     bitcoin miner [beta],Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
150,2455935718,food magnet simulator,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
75,1720936166,all star tower defense,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
72,2404080894,[kou] funky friday,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
136,2439513265,dream island  tycoon,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
140,918677693,[updated peace treaties] rise of nations,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
65,2448558164,[ 20 hours!] lifting titans,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
146,1348402608,season 4  anime fighting simulator,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
55,1511883870,[update + 2x exp] shindo,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
60,1349383199,tank simulator,Roblox Learn Scripting In One Minute,16707,585,122,https://i.ytimg.com/vi/0Grwaj4PyC4/default.jpg,https://www.youtube.com/watch?v=0Grwaj4PyC4,2020-10-04
74,2404080894,[kou] funky friday,How to Learn to Script on Roblox 2021,12194,567,143,https://i.ytimg.com/vi/JXH5-uuCVEk/default.jpg,https://www.youtube.com/watch?v=JXH5-uuCVEk,2021-01-12
134,2587756913,cart ride into toilet!,How to Learn to Script on Roblox 2021,12194,567,143,https://i.ytimg.com/vi/JXH5-uuCVEk/default.jpg,https://www.youtube.com/watch?v=JXH5-uuCVEk,2021-01-12
69,2448558164,[ 20 hours!] lifting titans,How to Learn to Script on Roblox 2021,12194,567,143,https://i.ytimg.com/vi/JXH5-uuCVEk/default.jpg,https://www.youtube.com/watch?v=JXH5-uuCVEk,2021-01-12
89,1128795217,[dogs!] welcome to farmtown! [beta],How to Learn to Script on Roblox 2021,12194,567,143,https://i.ytimg.com/vi/JXH5-uuCVEk/default.jpg,https://www.youtube.com/watch?v=JXH5-uuCVEk,2021-01-12
119,2492481398,noob army tycoon,How to Learn to Script on Roblox 2021,12194,567,143,https://i.ytimg.com/vi/JXH5-uuCVEk/default.jpg,https://www.youtube.com/watch?v=JXH5-uuCVEk,2021-01-12
62,1349383199,tank simulator,How to Learn to Script on Roblox 2021,12194,567,143,https://i.ytimg.com/vi/JXH5-uuCVEk/default.jpg,https://www.youtube.com/watch?v=JXH5-uuCVEk,2021-01-12
179,648454481,[update 3.5] grand piece online,How to Learn to Script on Roblox 2021,12194,567,143,https://i.ytimg.com/vi/JXH5-uuCVEk/default.jpg,https://www.youtube.com/watch?v=JXH5-uuCVEk,2021-01-12
159,383310974,adopt me!,How to Learn to Script on Roblox 2021,12194,567,143,https://i.ytimg.com/vi/JXH5-uuCVEk/default.jpg,https://www.youtube.com/watch?v=JXH5-uuCVEk,2021-01-12
108,2459807845,friday night funk roleplay (fnf),How to Learn to Script on Roblox 2021,12194,567,143,https://i.ytimg.com/vi/JXH5-uuCVEk/default.jpg,https://www.youtube.com/watch?v=JXH5-uuCVEk,2021-01-12
